entity_id,company,sector,subsector,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,other_investors,robotnik_notes,source,source_status,total_raised_m,public_market_link,related_tickers
smart-photonics,SMART Photonics,Semiconductors,Foundry,Debt Financing,debt,110.2,,2023-07-12,12-Jul-23,Jul-23,3Q23,2023,Netherlands (Eindhoven),Government of the Netherlands,"ASML, NXP, VDL Groep, ING Nederland, BOP Impact Ventures, Invest-NL, Innovation Industries, BOM, PhotonDelta, KPN Ventures","TU/e spinout, only Western InP photonic IC pure-play foundry. €100M debt round (€60M Dutch state + €40M industry consortium) is the largest 2023 European photonics raise; effectively Dutch sovereign-photonics strategy as alternative to TSMC for AI optical interconnect, datacom, sensing.",https://smartphotonics.nl/smart-photonics-secures-e100-mln-in-additional-funding/,verified,,,
forwardx-robotics,ForwardX Robotics,Robotics,Warehouse & Logistics,Series C (extension),venture,30.0,,2023-07-12,12-Jul-23,Jul-23,3Q23,2023,China (Beijing),Hefei High-tech Construction Investment Group,,C-II extension brings ForwardX Series C total to $61M; total raised $140M since 2016. State-fund-led (Hefei) at the cap-table reflects Chinese local-government strategic capital flowing into AMR/vision-robotics.,https://techcrunch.com/2023/07/19/beijing-robotics-firm-forwardxs-series-c-hits-61-million/,verified,,,
bedrock-ocean-exploration,Bedrock Ocean Exploration,Robotics,Autonomous Systems & Drones,Series A,venture,25.5,,2023-07-12,12-Jul-23,Jul-23,3Q23,2023,"USA (Boston, MA)","Northzone, Primary Venture Partners","Valor Equity Partners, Eniac, Quiet Capital, R7","AUV + data platform play targeting offshore wind site surveys — alternative to ship-based hydrography. Riding offshore-wind capex wave; cf. competitive AUVs from Saildrone, Anduril Dive-LD.",https://techcrunch.com/2023/07/12/bedrocks-autonomous-ocean-mapping-ambitions-score-25m-as-renewables-rise/,verified,,,
verity,Verity,Robotics,Autonomous Systems & Drones,Series B (extension),venture,11.0,,2023-07-11,11-Jul-23,Jul-23,3Q23,2023,Switzerland (Zurich),,,"Series B extension to $43M total. ETH Zurich spin-out for inventory-tracking warehouse drones — UPS Velocity (Shepherdsville KY) launched July 2023 as anchor customer. Competes with Corvus Robotics, Skydio enterprise drones.",https://techcrunch.com/2023/07/11/verity-brings-in-another-11m-for-its-inventory-drones/,verified,,,
telexistence,Telexistence,Robotics,Humanoid & Service Robots,Series B,venture,170.0,,2023-07-06,6-Jul-23,Jul-23,3Q23,2023,Japan (Tokyo),SoftBank Group,"Monoful Venture Partners, KDDI Open Innovation Fund, Airbus Ventures, Foxconn",Tokyo-based maker of remote-operable + AI restock robotic arms (deployed in 300 FamilyMart stores). SoftBank as lead pairs with Foxconn manufacturing partnership for next-gen GHOST platform — clear retail-robotics offtake path.,https://techcrunch.com/2023/07/06/softbank-backs-japanese-robotics-startup-telexistence-in-170m-funding-round/,verified,,,
cloudminds,CloudMinds,Robotics,Humanoid & Service Robots,Series C,venture,138.0,,2023-07-06,6-Jul-23,Jul-23,3Q23,2023,China (Shanghai),,"China-Singapore Guangzhou Knowledge City, Shanghai Guosheng Group, Watere Capital","State-backed funding (Shanghai Guosheng, Knowledge City) into formerly U.S.-listed cloud robotics maker. Reflects China's industrial-policy push to recapture domestic robotics players post-2019 Entity List complications.",https://asia.nikkei.com/spotlight/dealstreetasia/chinese-ai-powered-robot-developer-cloudminds-raises-138m,verified,,,
hithium-energy-storage,Hithium Energy Storage,Materials,Battery Materials,Series C,venture,622.0,,2023-07-05,5-Jul-23,Jul-23,3Q23,2023,China (Xiamen),"Beijing Financial Street Capital Operation Group (BFS Capital), China Life Private Equity Investment","BOC Financial Asset Investment, Goldstone Investment, CS Capital, China Venture Capital Fund (CVC), CICC Capital, CDH Investments, BOC Asset Management, Dinghui Baifu, CMG-SDIC Capital, China-US Green Fund, Matrix Partners China, Hefei Industry Investment Holding Group, CDI New Energy","RMB 4.5B (~$622M) Series C ahead of expected IPO. LFP-focused stationary BESS player; delivered 5GWh in 2022. Expanding into European (Munich subsidiary) and US markets. State-tied capital stack underscores Chinese BESS dominance vs western pure-plays like Form, ESS, Eos.",https://www.pv-magazine.com/2023/07/06/hithium-closes-622-million-funding-round/,verified,,,
syrius-robotics,Syrius Robotics,Robotics,Warehouse & Logistics,Series C,venture,13.8,,2023-07-05,5-Jul-23,Jul-23,3Q23,2023,China (Shenzhen),Tongling State-Owned Capital,,"JD Logistics partner — Series C from Tongling state capital. Multi-region office footprint (Shenzhen, Tokyo, Singapore, HK) signals export-oriented AMR ambition vs. domestic-only Aijiwei/Geek+ peers.",https://www.crunchbase.com/organization/syrius-robotics,verified,,,
robosense,RoboSense,Robotics,Machine Vision & Sensors,IPO (filed),venture,,,2023-07-03,3-Jul-23,Jul-23,3Q23,2023,China (Shenzhen),"JPMorgan, China Renaissance",,"Hong Kong IPO filing by largest Chinese automotive LiDAR maker by volume. Filing came amid global LiDAR sector pain (cf. Luminar, Innoviz public-market multiples). Listed January 2024 at HK$19.3B valuation.",https://technode.com/2023/07/03/robosense-files-for-hong-kong-ipo-amid-lidar-industry-challenges/,verified,,,
space-pioneer-beijing-tianbing-technology,Space Pioneer (Beijing Tianbing Technology),Space,Launch,Series C,venture,,,2023-07-01,1-Jul-23,Jul-23,3Q23,2023,China (Beijing),,Disclosed multiple Chinese state-linked and private investors (consortium); cumulative raised ~US$414M,"Chinese reusable-launch startup, first private Chinese co. to reach orbit with a liquid rocket (Tianlong-2, Apr 2023). C-round 'hundreds of millions of yuan' brings cumulative raised to ~$414M; funding for Tianlong-3 (SpaceX Falcon 9 analog). Stage_uncertain reflects translation ambiguity around C/C+. Tracxn-only specifics; primary source SpaceNews.",https://spacenews.com/chinese-launch-firm-secures-fresh-funding-for-reusable-rocket/,verified,,,
ideaforge-technology,ideaForge Technology,Robotics,Autonomous Systems & Drones,IPO,venture,68.0,,2023-06-30,30-Jun-23,Jun-23,2Q23,2023,India (Navi Mumbai),,,India's leading UAS manufacturer with 50% domestic share — IPO oversubscribed 106x at BSE/NSE. Defense procurement tailwind from India's indigenization push.,https://www.chittorgarh.com/ipo/ideaforge-technology-ipo/1442/,verified,,,
b-garage,B Garage,Robotics,Warehouse & Logistics,Series A,venture,20.0,,2023-06-29,29-Jun-23,Jun-23,2Q23,2023,"USA (San Jose, CA)",LB Investment,"Ignite Innovation Fund, Krossroad Partners, SoftBank Ventures Asia","Autonomous inventory drones with infrastructure-free, mapping-free deployment and auto battery-swap. Kenco partnership — direct comp to Verity, Gather AI in inventory drones. Total raised $30M.",https://techcrunch.com/2023/06/29/b-garage-raises-20m-for-its-warehouse-inventory-drones/,verified,,,
anhui-yofc-advanced-semiconductor-yasc,Anhui YOFC Advanced Semiconductor (YASC),Semiconductors,Silicon & Substrates,Series A,venture,562.3,,2023-06-28,28-Jun-23,Jun-23,2Q23,2023,China (Hefei),Undisclosed,,"Largest 2023 China semi private deal. SiC IDM with full vertical integration from epi to module assembly; targets EV power applications competing with WOLF, ON, STM in third-gen semiconductors.",https://www.dealstreetasia.com/stories/yasc-funding-350169,verified,,,
celestial-ai,Celestial AI,Semiconductors,Frontier Compute,Series B,venture,100.0,,2023-06-27,27-Jun-23,Jun-23,2Q23,2023,"USA (Santa Clara, CA)","IAG Capital Partners, Koch Disruptive Technologies, Temasek's Xora Innovation","Samsung Catalyst, Smart Global Holdings, Porsche Automobil Holding SE, The Engine Fund, imec.xpand, M Ventures, Tyche Partners","Photonic Fabric optical interconnect for disaggregated exascale compute. Claims 25x bandwidth advantage vs co-packaged optics, attacking NVDA NVLink/AVGO Tomahawk paradigm with photonic memory disaggregation.",https://www.businesswire.com/news/home/20230627995436/en/Celestial-AI-the-Creator-of-the-Photonic-Fabric-Optical-Interconnect-Technology-Platform-Raises-$100-Million-in-Series-B-Funding,verified,,,
realtime-robotics,Realtime Robotics,Robotics,Software & Simulation,Series A (extension),venture,9.5,,2023-06-27,27-Jun-23,Jun-23,2Q23,2023,"USA (Boston, MA)","Shinhan GIB, Kyobo Life Insurance",,RapidPlan motion planning for industrial robots; Boston-based extension brings total raised to $54M. Picks-and-shovels for robotic-arm motion control deployments.,https://rtr.ai/realtime-robotics-funded-an-additional-9-5-million-to-meet-increased-demand-for-technology-that-transforms-manufacturing/,archived,,,
adranos-acquired-by-anduril,Adranos (acquired by Anduril),Space,Space Components,M&A,venture,,,2023-06-25,25-Jun-23,Jun-23,2Q23,2023,"USA (West Lafayette, IN)",Anduril Industries,,"Anduril's entry into solid rocket motor (SRM) supply for hypersonics, missiles, and space launch. Adranos's proprietary aluminum-lithium ALITEC fuel; Mississippi production complex. Deal terms undisclosed. Strategic move to break SRM duopoly (Northrop/L3-Aerojet). Signals defense-tech roll-up wave - similar to Anduril's Adranos + Numerica strategy.",https://spacenews.com/anduril-acquires-solid-rocket-motor-manufacturer-adranos/,verified,,,
apex-space,Apex Space,Space,Space Components,Series A,venture,16.0,,2023-06-22,22-Jun-23,Jun-23,2Q23,2023,"USA (Los Angeles, CA)",Andreessen Horowitz,"Shield Capital, J2 Ventures, XYZ Venture Capital, CRV, Toyota Ventures, Robinhood co-founder Baiju Bhatt","Productized 100kg Aries satellite-bus manufacturer. Customer roster: Orbit Fab, Ubotica, defense prime. Total raised $27M post round. Direct competitor: York Space Systems, Loft Orbital. New 50,000 sq ft LA factory targets cycle-time/cost reductions on a productized SKU.",https://techcrunch.com/2023/06/22/andreessen-horowitz-shield-capital-apex-space/,verified,,,
northvolt,Northvolt,Materials,Battery Materials,Debt Financing,debt,400.0,,2023-06-20,20-Jun-23,Jun-23,2Q23,2023,Sweden (Stockholm),Investment Management Corporation of Ontario (IMCO),,Convertible notes from Ontario pension giant IMCO; capital earmarked for North American expansion ahead of Aug 2023 $1.2B convertible. Pre-bankruptcy peak; would later be eclipsed by collapse in Nov 2024. Massive vertically-integrated EU gigafactory play; battery materials adjacency through Cuberg/Revolt recycling assets.,https://www.imcoinvest.com/news/2023-06-20.html,verified,,,
kobold-metals,KoBold Metals,Materials,Rare Earths & Critical Minerals,Series B,venture,195.0,1150.0,2023-06-20,20-Jun-23,Jun-23,2Q23,2023,"USA (Berkeley, CA)",T. Rowe Price,"Andreessen Horowitz, Breakthrough Energy Ventures, BOND, Standard Investments, Equinor Ventures, BHP Ventures, Mitsubishi Corporation, Earthshot Ventures, July Fund","AI-powered mineral exploration for cobalt/copper/nickel/lithium. Crossed unicorn status. Direct play on rare earth/critical minerals discovery for EV battery supply chain. Primary public comps: MP Materials, USAR. AI/ML applied to physical exploration is differentiated thesis.",https://www.lw.com/en/news/2023/06/latham-watkins-advises-kobold-metals-in-us195-million-funding-round,verified,,,
vyoma,Vyoma,Space,In-Orbit Services,Seed (extension),venture,9.3,,2023-06-20,20-Jun-23,Jun-23,2Q23,2023,Germany (Darmstadt),Safran Corporate Ventures,"Happiness Capital, Atlantic Labs, Faber Ventures","Space-based SSA - building 12-satellite constellation for object detection in LEO with optical sensors. Safran (defense prime) strategic involvement signals defense angle. EUR 8.5M tranche topped up earlier seed; total >EUR 10M post round. Comps: LeoLabs, NorthStar, Aldoria.",https://spacenews.com/vyoma-raises-9-million-for-debris-monitoring-satellites/,verified,,,
united-aircraft,United Aircraft,Robotics,Autonomous Systems & Drones,Series D (extension),venture,167.0,,2023-06-19,19-Jun-23,Jun-23,2Q23,2023,China (Beijing),Long Jiang Fund,"SenGong Investments, Keli Investments, Harbin Venture Capital Group",Heilongjiang government-led UAV investment to anchor China's largest UAV base; Chinese state procurement for unmanned systems is a key thematic. Domestic competitor to DJI in commercial UAV.,https://www.avcj.com/avcj/news/3029483/china-uav-developer-united-aircraft-raises-usd167m,verified,,,
storlead,Storlead,Semiconductors,Fabless Design,Series A,venture,28.1,,2023-06-15,15-Jun-23,Jun-23,2Q23,2023,China (Shanghai),TopoScend Capital,"Xuchang Weidu, QingSong Fund, QF Capital","Designs SSDs, BMC chips, and military-grade storage and computing products. Plays in defense/state IT segment isolated from US export controls; competes with Phison/Marvell on commodity end.",https://semiengineering.com/startup-funding-june-2023/,verified,,,
guardian-agriculture,Guardian Agriculture,Robotics,Autonomous Systems & Drones,Series A,venture,20.0,,2023-06-15,15-Jun-23,Jun-23,2Q23,2023,"USA (Woburn, MA)",Fall Line Capital,,SC1 autonomous eVTOL crop-spraying drone — first commercially authorized electric VTOL in US for ag spraying. Fully wound down 2024 after failing to secure follow-on.,https://www.therobotreport.com/heres-how-much-funding-robotics-companies-raised-in-june/,verified,,,
cix-technology,CIX Technology,Semiconductors,Fabless Design,Series A,venture,14.0,,2023-06-15,15-Jun-23,Jun-23,2Q23,2023,China (Shanghai),"Tongge Venture Capital, 37 Interactive Entertainment","Cathay Ventures, Cherami Investment Group, Nio Capital, Qiming Venture Partners",Develops Arm-based intelligent CPU SoCs for performance/efficiency markets. Part of China's effort to build domestic Arm-server chip alternatives to AMPR/AVGO Nitro/Graviton.,https://semiengineering.com/startup-funding-june-2023/,verified,,,
chip-carrier-semiconductor-company-ccsc,Chip Carrier Semiconductor Company (CCSC),Semiconductors,OSAT / Packaging & Test,Series A,venture,14.0,,2023-06-15,15-Jun-23,Jun-23,2Q23,2023,China (undisclosed),Z&Y Capital,GF Xinde Investment,Chinese chip carrier/substrate company addressing domestic packaging supply gap. Smaller bet alongside SJSemi/AaltoSemi to localize advanced packaging supply chain.,https://semiengineering.com/startup-funding-june-2023/,verified,,,
contoro-robotics,Contoro Robotics,Robotics,Warehouse & Logistics,Seed,venture,4.7,,2023-06-15,15-Jun-23,Jun-23,2Q23,2023,"USA (Austin, TX)",SV Investment,"Kakao Ventures, Bass Investment, Future Play, UT Austin Seed Fund","AI + teleoperation hybrid for trailer/container unloading. Korean strategic LP set (Kakao, SV, Bass) — bridges teleop to autonomy. Direct competitor to Pickle Robot (priv).",https://www.prnewswire.com/news-releases/contoro-robotics-raises-4-7m-in-seed-round-301866250.html,verified,,,
surgerii-technology,Surgerii Technology,Robotics,Surgical & Medical,Series C (extension),venture,,,2023-06-15,15-Jun-23,Jun-23,2Q23,2023,China (Beijing),Loyal Valley Capital,,"SHURUI single-port endoscopic surgical robot — China NMPA approval June 2023, world's first commercially available single-port system with snake-like instruments. Direct competitor to Intuitive Surgical (NASDAQ:ISRG) SP system.",https://en.surgerii.com/about/gongsijianjie,verified,,,
fernride,FERNRIDE,Robotics,Autonomous Systems & Drones,Series A,venture,31.0,,2023-06-13,13-Jun-23,Jun-23,2Q23,2023,Germany (Munich),"10x Founders, Promus Ventures","Fly Ventures, Speedinvest, Push Ventures, HHLA Next, DB Schenker (Schenker Ventures), Krone","Teleoperated electric yard trucks for ports/terminals — human-in-the-loop teleop addresses 400K-2M EU truck-driver shortage. Comp to Outrider (priv), Plus.ai in yard automation.",https://www.fernride.com/news/artikel-37,verified,,,
tomorrowio,Tomorrow.io,Space,Earth Observation,Series E,venture,87.0,,2023-06-12,12-Jun-23,Jun-23,2Q23,2023,"USA (Boston, MA)",Activate Capital,"RTX Ventures, Seraphim Space, Chemonics, SquarePeg Capital, Canaan Partners, ClearVision, JetBlue Ventures, Pitango Growth",Weather-radar smallsat constellation + AI weather forecasting. Closed in tandem with Tomorrow-R2 satellite launch from Vandenberg. RTX Ventures (Lockheed) participation. Vertical integration play - own data via own birds. Adjacent to Spire (also weather/RO).,https://spacenews.com/tomorrow-io-raises-87-million-for-weather-satellite-constellation/,verified,,,
percepto,Percepto,Robotics,Autonomous Systems & Drones,Series C,venture,67.0,,2023-06-12,12-Jun-23,Jun-23,2Q23,2023,Israel (Petah Tikva),Koch Disruptive Technologies,"Zimmer Partners, U.S. Venture Partners, Delek US Holdings, Atento Capital, Spider Capital, Arkin Holdings","Industrial drone-in-a-box for inspection at utilities, refineries, mines — combined $50M equity + $16M debt. FAA nationwide BVLOS waiver is sector-defining; comp to Skydio (priv) in industrial inspection.",https://percepto.co/percepto-raises-67m-series-c-receives-faa-waiver-ushering-in-new-era-of-autonomous-drone-inspections-at-industrial-sites/,verified,,,
gensyn,Gensyn,Token,Frontier Compute,Series A,token,43.0,,2023-06-12,12-Jun-23,Jun-23,2Q23,2023,United Kingdom (London),a16z crypto,"Protocol Labs, CoinFund, Canonical Crypto, Eden Block, Maven 11","Decentralized GPU/compute marketplace for ML training; protocol-native pay-on-demand for distributed training. Pure compute-infra Frontier Compute thesis fit — token-incentivized hardware utilization beats centralized cloud economics. a16z lead validates as flagship of the AI-x-crypto compute layer alongside Akash, Render, io.net.",https://www.coindesk.com/business/2023/06/11/blockchain-based-ai-compute-protocol-gensyn-closes-43m-series-a-funding-round-led-by-a16z,verified,,,
zero-error-systems-zes,Zero-Error Systems (ZES),Semiconductors,Fabless Design,Series A,venture,7.5,,2023-06-12,12-Jun-23,Jun-23,2Q23,2023,Singapore (Singapore),Airbus Ventures,Dart Family Office,"Radiation-hardened ICs spun out of NTU for satellites, deep space, and high-reliability power management. Niche play in growing rad-hard market dominated by Microchip, BAE.",https://techcrunch.com/2023/06/13/zero-error-systems-raises-7-5m-for-its-radiation-hardened-semiconductor-integrated-circuits/,verified,,,
tachyum,Tachyum,Semiconductors,Frontier Compute,Grant,government,28.5,,2023-06-08,8-Jun-23,Jun-23,2Q23,2023,Slovakia (Bratislava),European Commission (IPCEI ME/CT),,"EU IPCEI grant to accelerate Prodigy 2 Universal Processor combining CPU/GPGPU/TPU functions. Part of EU's bid for sovereign AI/HPC silicon, akin to SiPearl but with broader workload ambitions.",https://www.hpcwire.com/off-the-wire/tachyum-secures-28-5m-from-eu-to-boost-prodigy-2-universal-processor-development/,verified,,,
turin-robot,Turin Robot,Robotics,Industrial Robots,Series A,venture,14.0,,2023-06-08,8-Jun-23,Jun-23,2Q23,2023,China (Shanghai),Shaanxi Coal and Chemical Construction,,"Industrial robot bodies for welding, stamping, hardware grinding, 3C, handling. Domestic Chinese competitor to KUKA, Fanuc, ABB in mid-tier articulated arms.",https://equalocean.com/news/2023060819750,verified,,,
softnautics-acquired-by-moschip,Softnautics (acquired by MosChip),Semiconductors,EDA & IP,M&A,venture,17.3,17.3,2023-06-07,7-Jun-23,Jun-23,2Q23,2023,"USA (Cupertino, CA)",MosChip Technologies (acquirer),,"VLSI/embedded/FPGA design services firm acquired by Indian-listed MosChip via 52.6% share-swap, 47.4% cash. Consolidates India-based ASIC services scale rivaling Tata Elxsi and HCLTech in chip design outsourcing.",https://in.marketscreener.com/quote/stock/MOSCHIP-TECHNOLOGIES-LIMI-46730258/news/MosChip-Technologies-Limited-completed-the-acquisition-of-Softnautics-Inc-44368182/,verified,,,
forge-nano,Forge Nano,Materials,Battery Materials,Series C,venture,50.0,,2023-06-06,6-Jun-23,Jun-23,2Q23,2023,"USA (Thornton, CO)",Hanwha (Korea),"Orion Infrastructure Capital (OIC), Catalus Capital, Ascent Funds, plus existing investors",Atomic layer deposition (ALD) coating for battery materials; 1 GWh pilot battery line in Q2 2023 for premium aerospace/defense/CE applications. Hanwha lead reflects Korean cell-maker pipeline (Forge has supply agreement with 6K's PlusCAM). Process-tech enabler rather than active material — sits closer to materials equipment vs. ALB/MP comp set.,https://www.forgenano.com/forge-nano-raises-us-50m-to-build-out-battery-production-line-to-meet-growing-demand-for-premium-batteries/,archived,,,
pixxel,Pixxel,Space,Earth Observation,Series B,venture,36.0,,2023-06-01,1-Jun-23,Jun-23,2Q23,2023,India (Bangalore),Radical Ventures,"Google, Lightspeed, Blume Ventures, growX, Sparta, Athera",Hyperspectral EO play; Google's first Indian space investment. Differentiated from MAXR/Planet (multispectral) on spectral resolution. Funds Aurora analytics platform plus Firefly constellation buildout.,https://www.pixxel.space/news/pixxel-raises-36-million-in-series-b-funding-to-advance-hyperspectral-satellite-constellation-and-data-platform,verified,,,
aibo-medical-robot,Aibo Medical Robot,Robotics,Surgical & Medical,Series A,venture,14.0,,2023-06-01,1-Jun-23,Jun-23,2Q23,2023,China (Shenzhen),"CDH VGC, Yahui Investment","Changan Private Capital, Changling Capital",Vascular interventional surgical robot. Founder Guo Shuxiang led Japan team that built world's first neurointerventional surgical robot in 2008. Domestic Chinese surgical-robot competitor to Microport (HKG:0853).,https://www.medicaldevice-network.com/news/shenzhen-aibo-banks-14m-for-surgical-robot/,verified,,,
lightmatter,Lightmatter,Semiconductors,Frontier Compute,Series C,venture,154.0,,2023-05-31,31-May-23,May-23,2Q23,2023,"USA (Boston, MA)","SIP Global, Fidelity Management & Research Company","Viking Global Investors, GV (Google Ventures), HPE Pathfinder","Photonic compute platform delivering Envise, Passage, Idiom for AI/HPC workloads. Direct challenger to NVDA's interconnect dominance in dense AI clusters via silicon photonics; Fidelity participation suggests pre-IPO posture.",https://www.businesswire.com/news/home/20230531005414/en/The-Future-Is-Bright----Lightmatter-Raises-$154M-to-Deliver-Photonic-Products-to-Customers,verified,,,
hubble-network,Hubble Network,Space,Satellite Communications,Series A,venture,20.0,,2023-05-31,31-May-23,May-23,2Q23,2023,"USA (Seattle, WA)",Transpose Platform,"Y Combinator, Yes.VC, Convective Capital, Seraphim Space, Type One Ventures, Soma Capital, AVCF5, Space.VC, 11.2 Capital",Bluetooth-to-satellite for IoT/asset tracking - direct-to-device pure-play targeting massive low-bandwidth use cases. Adjacent to Lynk/AST SpaceMobile but at the BLE physical layer; novel low-power approach.,https://hubble.com/press/bluetooth-to-space-a-new-chapter-for-hubble-network,verified,,,
wheel-me,wheel.me,Robotics,Warehouse & Logistics,Series B,venture,14.1,,2023-05-28,28-May-23,May-23,2Q23,2023,Norway (Oslo),,,Genius autonomous robotic wheels — converts conventional carts/equipment into AMRs without redesign. Picks-and-shovels for warehouse retrofits.,https://www.therobotreport.com/heres-how-much-robotics-companies-raised-in-may-2023/,verified,,,
worldcoin-tools-for-humanity,Worldcoin (Tools for Humanity),Token,Decentralized AI / DePIN,Series C,token,115.0,,2023-05-25,25-May-23,May-23,2Q23,2023,"USA (San Francisco, CA)",Blockchain Capital,"a16z crypto, Bain Capital Crypto, Distributed Global, Khosla Ventures",Sam Altman-cofounded biometric ID + WLD token network. Hardware-anchored DePIN play (Orb iris-scan device) — unique among AI/identity tokens for its physical infrastructure layer. Capital deployed pre-WLD TGE in July 2023. Core thesis: proof-of-personhood for AI age. Robotnik fit: physical sensor network grafted onto crypto incentives.,https://www.coindesk.com/business/2023/05/25/sam-altmans-crypto-project-worldcoin-raises-115m-led-by-blockchain-capital,verified,,,
gitai,GITAI,Robotics,Autonomous Systems & Drones,Series B (extension),venture,30.0,,2023-05-25,25-May-23,May-23,2Q23,2023,Japan (Tokyo),,,"Lunar rover and inchworm robotic arm for in-space servicing/construction — TRL push and US engineering-model facility expansion. Comp to Astrobotic, Intuitive Machines (NASDAQ:LUNR) in space robotics.",https://gitai.tech/2023/05/24/space-robotics-startup-gitai-raises-us30-million-in-funding/,verified,,,
vemcon,Vemcon,Robotics,Software & Simulation,Series A,venture,6.5,,2023-05-25,25-May-23,May-23,2Q23,2023,Germany (Munich),DeepTech & Climate Fonds (DTCF),,"Construction-machine driver-assistance software and cloud analytics — digitalization of construction equipment. Customers include Sennebogen, MTS, Kiesel.",https://dtcf.de/millions-for-the-digitalisation-of-construction-machinery/,verified,,,
lyten,Lyten,Materials,Battery Materials,Strategic,strategic_corporate,,,2023-05-25,25-May-23,May-23,2Q23,2023,"USA (San Jose, CA)",Stellantis Ventures,,Lithium-sulfur EV battery startup; Stellantis Ventures strategic investment to advance Lyten's 3D Graphene supermaterial platform. Anchor placement in what later closed as $200M Series B in Sept 2023; cobalt/nickel-free chemistry positions Lyten as differentiated alternative to Asian cell incumbents.,https://lyten.com/2023/05/25/press-release-stellantis-invests-in-lytens-breakthrough-lithium-sulfur-ev-battery-technology/,verified,,,
figure-ai,Figure AI,Robotics,Humanoid & Service Robots,Series A,venture,70.0,400.0,2023-05-24,24-May-23,May-23,2Q23,2023,"USA (Sunnyvale, CA)",Parkway Venture Capital,"Aliya Capital, Bold Ventures, Tamarack Global, FJ Labs, Till Reuter",Brett Adcock's general-purpose humanoid play closes Series A on top of $100M founder seed. Early bet on Figure 01 humanoid; early-mover positioning before sector heated up in 2024. NVDA-led Apptronik comp came later at $5B+.,https://www.prnewswire.com/news-releases/figure-announces-70m-series-a-to-support-commercialization-of-figure-01-humanoid-robot-301832819.html,verified,,,
ayar-labs,Ayar Labs,Semiconductors,Frontier Compute,Series C (extension),venture,25.0,,2023-05-24,24-May-23,May-23,2Q23,2023,"USA (Santa Clara, CA)",Capital TEN,"VentureTech Alliance, Boardman Bay Capital Management, IAG Capital Partners, NVIDIA, Tyche Partners",In-package optical I/O for chip-to-chip connectivity. Up-round extends Series C to $155M total; NVDA participating signals strategic interest in optical interconnects to overcome HBM/copper power walls.,https://www.businesswire.com/news/home/20230524005128/en/Ayar-Labs-Adds-%2425-Million-in-Expansion-of-Its-%24130-Million-Series-C,verified,,,
satellite-vu,Satellite Vu,Space,Earth Observation,Series A (extension),venture,15.8,,2023-05-24,24-May-23,May-23,2Q23,2023,United Kingdom (London),Molten Ventures,"Seraphim Space, Lockheed Martin, A/O Proptech, Earth Sciences Foundation, Stellar Ventures, Ridgeline Partners",Thermal-IR EO startup ('HotSat-1' constellation). Series A2 extension brought total to GBP 30.5M. GBP 128M of pre-launch customer commitments. Comp to Constellr (DE) thermal-only play; addresses energy/climate monitoring vs broad EO of MAXR/Planet.,https://www.satellitevu.com/news/breaking-barriers-in-climate-action-satellite-vu-raises-further-ps12-7m-bringing-investment-total-to-ps30-5m,verified,,,
skyfi,SkyFi,Space,Earth Observation,Seed,venture,7.0,,2023-05-23,23-May-23,May-23,2Q23,2023,"USA (Austin, TX)",Balerion Space Ventures,"J2 Ventures, Moving Capital, Bill Perkins","Mobile-first satellite imagery marketplace - 'Uber for satellite tasking.' Aggregates 50+ EO partners. Total raised $17M post round. Differentiated downstream play - data aggregation/distribution layer rather than constellation owner. Comp: SkyWatch (CA), UP42 (Airbus).",https://skyfi.com/en/blog/skyfi-closes-seed-round,verified,,,
gradiant,Gradiant,Materials,Rare Earths & Critical Minerals,Series D,venture,225.0,1000.0,2023-05-17,17-May-23,May-23,2Q23,2023,"USA (Boston, MA)","BoltRock Holdings, Centaurus Capital","Schlumberger, Warburg Pincus",Industrial water treatment with growing lithium / critical minerals extraction practice (CFRO/CFRO+ for brines). Crossed unicorn status; capital deployed to MENA/EU expansion and lithium DLE production tooling. Adjacent to ALB and LAC brine processing economics; differentiated water-side stack vs. EnergyX's membranes.,https://www.gradiant.com/press-release/gradiant-raises-225-million-to-accelerate-business-expansion/,verified,,,
moon-surgical,Moon Surgical,Robotics,Surgical & Medical,Series B,venture,55.4,,2023-05-17,17-May-23,May-23,2Q23,2023,France (Paris),"Sofinnova Partners, NVIDIA NVentures","Johnson & Johnson Innovation, Sofinnova MD Start, GT Healthcare Capital, Cathay Health",Maestro laparoscopic surgical assistant; Fred Moll (Intuitive Surgical co-founder) as Board Chair signals strategic positioning vs. ISRG. NVIDIA participation underscores AI/robotics convergence in surgical robotics.,https://www.finsmes.com/2023/05/moon-surgical-raises-additional-55-4m-in-funding.html,verified,,,
ideal-semiconductor,iDEAL Semiconductor,Semiconductors,Power & Analog,Series C,venture,40.0,,2023-05-17,17-May-23,May-23,2Q23,2023,"USA (Bethel, PA)",Undisclosed,Applied Ventures,Silicon power devices using SuperQ technology delivering 6x lower resistance than legacy silicon and 1.6x lower than GaN. Threatens INFY/ON/STM commodity power MOSFET volumes if production scales.,https://idealsemi.com/ideal-semiconductor-launches-superq-technology-ushering-in-a-new-era-of-power-device-performance-in-silicon/,verified,,,
