entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
astrus,Astrus,Toronto/Waterloo AI startup building physics-aware reinforcement-learning models specifically for analog chip layout — generates thousands of candidate layouts in seconds against months of manual engineering today. Co-founders include former satellite-sensor chip designer and reinforcement-learning researcher trained by AlphaGo's Martin Müller.,Semiconductors,EDA & IP,,Pre-commercial,US_CHIPS_Act,Seed,venture,8.0,,2025-09-09,9-Sep-25,Sep-25,3Q25,2025,"Toronto, Canada",Khosla Ventures,"Pradeep Sindhu, 1517 Fund, Drive Capital, Alumni Ventures","SNPS, CDNS","$8M seed for physics-aware analog-EDA — direct comp: Maieutic ($4.15M, India) and Cognichip ($93M cumulative, US, broader scope). Astrus's claim is the deepest RL training pedigree (Müller-trained) targeting the hardest unautomated EDA segment (analog layout). Khosla lead is structurally bullish for AI-on-EDA; Pradeep Sindhu (Juniper founder) adds chip-industry credibility. Strategic frame: analog layout is where SNPS+CDNS revenue per design is highest and incumbent tools are weakest — biggest white-space in EDA.",https://pulse2.com/astrus-8-million-raised-to-transform-analog-chip-design-with-physics-aware-ai/
sensesemi-technologies,Sensesemi Technologies,"Bengaluru-based fabless designer of integrated edge-AI silicon combining AI inferencing, wireless mesh connectivity, and precision analog signal processing on a single chip. Targets industrial IoT, automotive ADAS, and medical devices (cardiac monitoring, smart drug delivery). DLI-approved under India's Design Linked Incentive scheme. First two test chips tape-out planned 2026.",Semiconductors,Fabless Design,,Pre-commercial,India_DLI_Scheme,Seed,venture,2.75,,2026-01-21,21-Jan-26,Jan-26,1Q26,2026,"Bengaluru, India",Piper Serica,"LetsVenture Angel Fund, Sun Icon Ventures, MyAsiaVC, Whitepine Investments, Jain Oncor","QCOM, NXPI, STM","₹25 Cr ($2.75M) seed for edge-AI silicon at Indian fabless rate card — comp set: Mindgrove (India, $10M cumulative), BigEndian ($9M cumulative), HrdWyr ($13M Series A). Sensesemi's edge is multi-modal integration (AI + wireless + analog) for medical/industrial verticals where DLI subsidies move volume. Founded 2014 but first capital raise — atypical late seed for an 11-year-old company suggests prior bootstrapping + DLI grant runway; commercial chip not yet taped out.",https://india.entrepreneur.com/news-and-trends/fabless-chip-startup-sensesemi-secures-inr-25-cr-seed/502074
mueon,Mueon,"Portland Oregon startup developing modular stackable ""Cubelets"" that integrate compute, memory, power delivery, and thermal management into a single physical unit — replacing rack-of-servers form factor for AI datacenters. Team includes shipped-billions-of-units veterans in CPU, GPU, memory architecture, power delivery, and IO design from prior Intel/AMD generations.",Semiconductors,Fabless Design,,Pre-commercial,US_CHIPS_Act,Seed,venture,15.5,,2025-09-17,17-Sep-25,Sep-25,3Q25,2025,"Portland, USA",Intel Capital,"Geodesic Alliance Fund, Oregon Venture Fund","NVDA, AMD, INTC, AVGO","$15.5M seed for system-level chiplet form-factor — comp set: NVIDIA NVL72 (productized rack-scale, $30k+ per node), AMD MI300X racks, no startup analog at this integration level. Mueon's ""Cubelet"" framing is system-scale chiplet, closer to a custom motherboard architecture than a chip — value capture depends on whether hyperscalers buy modular units or just custom-design their own. Intel Capital lead is a clear strategic-corp signal; team pedigree (Intel/AMD veterans) carries the round.",https://www.prnewswire.com/news-releases/mueon-emerges-from-stealth-with-15-5m-seed-to-redefine-data-centers-for-the-ai-era-302558448.html
cnuic,Cnuic,"Edinburgh, Scotland startup developing reconfigurable, light-based photolithography device — a working prototype that uses structured-light properties to enable rapid 3D-controlled production of photonic chips, metalenses, AR/VR waveguides, and 3D photonic crystals. Targets the photonic-chip manufacturing bottleneck.",Semiconductors,Equipment,,Pre-commercial,UK_National_Quantum_Strategy,Pre-Seed,venture,3.0,,2026-04-28,28-Apr-26,Apr-26,2Q26,2026,"Edinburgh, United Kingdom","Tensor Ventures, Blank Space Ventures","Silicon Roundabout Ventures, Phasechange, SANDS, Superlative","ASML, AMAT, KLAC","$3M pre-seed for reconfigurable photolithography — comp set: ASML (incumbent, photolith but for silicon), Heidelberg Instruments (private, maskless lithography). Cnuic's claim is reconfigurable / 3D / multi-material photonic-chip patterning at scale — adjacent rather than competitive to ASML's silicon EUV. Tensor + Blank Space lead signals high-conviction seed, but the address-market (photonic-chip fabs) is still small in 2026. Pre-commercial; binding constraint is fab adoption, not technology.",https://tech.eu/2026/04/28/cnuic-secures-eur3m-pre-seed-to-unlock-next-generation-photonic-chip-production/
skycore-semiconductors,Skycore Semiconductors,Danish startup with silicon-validated Power IC platform engineered for emerging 800V High-Voltage DC (HVDC) AI datacenter architectures — addresses the physical limits of 54VDC distribution when racks exceed 200kW. First focus is rack-level power conversion for hyperscale AI racks.,Semiconductors,Power & Analog,,Pre-commercial,EU_Chips_Act,Seed,venture,5.8,,2025-11-13,13-Nov-25,Nov-25,4Q25,2025,"Copenhagen, Denmark",Amadeus APEX Technology Fund,"First Momentum Ventures, Mätch VC, Balnord","WOLF, AVGO, NVDA, MRVL","€5M ($5.8M) seed for 800V HVDC power ICs targeting AI datacenter racks — comp set: Empower Semiconductor ($140M+ Series D, IVR incumbent), Navitas (NVTS, GaN power), Vertical Semiconductor ($11M seed, vGaN). Skycore is the only Denmark-domiciled power-semi seed in 2025, leveraging Northern European wind-power-conversion expertise. Strategic frame: 800V HVDC is the rack-architecture transition NVDA/AMD will force across hyperscalers post-2026; first credible power-IC vendors win 2-3 year incumbency.",https://arcticstartup.com/skycore-semiconductors-raises-e5m-seed/
chiral,Chiral,"ETH Zurich + Empa spin-off (Switzerland) developing robotic wafer-scale nanomaterial integration platform — automated, contamination-free placement of 2D materials (graphene, transition-metal dichalcogenides, hexagonal boron nitride) into silicon wafers for post-silicon transistors. Sub-micron alignment, room-temperature transfer. Founded 2023.",Semiconductors,Equipment,Equipment & Tools,Pre-commercial,EU_Chips_Act,Seed,venture,12.0,,2026-02-06,6-Feb-26,Feb-26,1Q26,2026,"Zurich, Switzerland",Crane Venture Partners,"Quantonation, HCVC, Founderful, Innosuisse","ASML, AMAT, LRCX, KLAC","$12M seed for wafer-scale 2D-material integration — comp set: ASML / AMAT / LRCX as deposition+lithography incumbents (none of which directly handle nanomaterial transfer at wafer scale). Chiral is positioned as the ""next ASML"" for post-silicon (Sifted's framing), which is overclaim — but the underlying equipment niche is real: every credible post-CMOS transistor candidate requires sub-micron precise 2D-material placement, and nobody has automated it. ETH+Empa lineage is genuine deep-tech moat; commercial timeline is 5+ years out.",https://www.globenewswire.com/news-release/2026/02/06/3233564/0/en/Chiral-raises-12M-to-unlock-post-silicon-computing-beyond-Moore-s-Law.html
uviquity,Uviquity,"Develops solid-state far-UVC (200-230nm) semiconductor light sources via proprietary photonic integrated circuit that couples blue laser into frequency-doubling waveguides — single-chip alternative to bulb-based far-UVC for chemical-free disinfection of air, food, water. Founded 2022.",Semiconductors,Fabless Design,,Pre-commercial,None,Seed,venture,6.6,,2025-05-07,7-May-25,May-25,2Q25,2025,USA (HQ not specified),Emerald Development Managers,"AgFunder, MANN+HUMMEL",,"$6.6M seed for far-UVC PIC — adjacent semiconductor application; closest comp is GE Current and the bulk far-UVC bulb incumbents (Ushio), no fabless-chip analog. Uviquity's positioning straddles photonics + life-sciences supply chain; MANN+HUMMEL (filtration) as strategic co-investor signals industrial-offtake intent. Thin comp set — true niche bet. Pre-commercial; binding constraint is regulatory adoption (FDA, EPA), not silicon.",https://www.semiconductor-today.com/news_items/2025/may/uviquity-090525.shtml
lucidean,Lucidean,"Santa Barbara, CA AI interconnect company developing 3.2 / 6.4 Tbps coherent optical transceivers for AI datacenter fabrics. CohZero platform is a ""coherent-lite"" architecture targeting coherent-class reach and signal integrity at IMDD-class power and cost. Founded by UCSB compound-semiconductor / optical-link veterans (Schow, Coldren academic co-founders).",Semiconductors,Frontier Compute,,Pre-commercial,US_CHIPS_Act,Seed,venture,18.0,,2025-12-23,23-Dec-25,Dec-25,4Q25,2025,"Santa Barbara, USA","Entrada Ventures, Koch Disruptive Technologies","Foothill Ventures, M Ventures, Cerberus Ventures, Raptor Group","AVGO, MRVL, INFN, COHR","$18M seed for coherent-lite AI datacenter optics — comp set: Marvell ($24M DustPhotonics acq for ~$1.3B in 2025), Broadcom Tomahawk-class silicon, Coherent + Lumentum (legacy coherent). Lucidean's framing is the gap between high-power coherent (long-haul) and low-power IMDD (datacenter intra-rack) — a $5-10B addressable market once 1.6T+ AI fabrics scale. KDT (Koch family deeptech) lead signals patient capital for fab-process roadmap.",https://www.businesswire.com/news/home/20251223818151/en/Lucidean-Raises-Series-Seed-Funding-to-Accelerate-Next-Gen-Coherent-Optical-Links-for-Data-Centers-Announces-Dr.-James-Raring-as-Chief-Executive-Officer
claros,Claros,"Los Angeles startup commercializing integrated voltage regulator (IVR) ICs and a DC-native Power Gateway for AI datacenters — claims 30% power-loss reduction vs. typical IVRs. Three IVR designs already fabbed (Samsung partnership), fourth in development. Founded 2024 by ex-Red Cell Partners alumni.",Semiconductors,Power & Analog,,Pre-commercial,US_CHIPS_Act,Seed,venture,30.0,,2026-03-19,19-Mar-26,Mar-26,1Q26,2026,"Los Angeles, USA","General Catalyst, Red Cell Partners","Systemiq Capital, Aero X Ventures, Trenches Capital","NVDA, AVGO, MPWR, MRVL","$30M seed for chip-to-grid datacenter power architecture — comp set: Empower Semiconductor ($140M+ Series D), Monolithic Power Systems (MPWR public), Vicor (VICR public), emerging private IVR (Vertical Semi, Skycore). Claros differentiates by spanning IVR (silicon) + Power Gateway (DC distribution) — full-stack approach to data-center efficiency. Red Cell + General Catalyst lead at $30M is unusually large for Seed naming; comparable to Mueon ($15.5M Intel-led) in form-factor ambition. Pre-commercial.",https://www.datacenterdynamics.com/en/news/power-management-company-claros-raises-30m-seed-round/
pinc-technologies,PINC Technologies,"Caltech spin-out (Pasadena, CA) developing integrated nonlinear photonic devices and circuits for quantum information processing, optical communications, biomedical sensing, and industrial photonics. Founded 2023. Seed+ round closes a multi-tranche $6.8M raise.",Semiconductors,Frontier Compute,,Pre-commercial,US_CHIPS_Act,Seed (extension),venture,6.8,,2025-10-01,1-Oct-25,Oct-25,4Q25,2025,"Pasadena, USA",Quantonation,"Wilson Hill Ventures, Freeflow Ventures, Hamamatsu Ventures, Qubits Ventures, Santec, Caltech Seed Fund","HCKHF, IPGP","$6.8M seed+ for nonlinear photonics — comp set: NcodiN ($16M seed, also nonlinear-photonic interposer); Lightium, Akhetonics, Enlightra (all photonic-compute adjacents). PINC's distinct positioning is nonlinear (vs. linear) photonics — frequency conversion, parametric amplification — that unlocks quantum + industrial sensing applications closed to standard silicon photonics. Quantonation lead aligns with quantum-thesis discipline; Hamamatsu + Santec corporate participation signals real off-take pipeline.",https://thequantuminsider.com/2025/10/02/pinc-technologies-emerges-from-stealth-with-6-8m-in-funding-to-unlock-scalable-nonlinear-photonics/
euqlid,EuQlid,"College Park, MD startup commercializing Qu-MRI — a quantum diamond-microscope platform using synthetic-diamond nitrogen-vacancy centers for non-destructive 3D imaging of buried currents in semiconductor devices and battery cells. One-micron resolution, AI-driven magnetic-field analysis. Founded by Harvard/Yale/UMD physicists.",Semiconductors,Equipment,Equipment & Tools,Pre-commercial,US_CHIPS_Act,Seed,venture,3.0,,2025-11-04,4-Nov-25,Nov-25,4Q25,2025,"College Park, USA",QDNL Participations,Quantonation,"KLAC, AMAT, ONTO","$3M seed for quantum metrology — comp set: KLAC ($90B+ mcap), Onto Innovation, none with NV-center-based imaging at semiconductor scale. EuQlid is the first commercial quantum-diamond microscope startup to apply NV magnetometry to inline semiconductor inspection — adjacent to the SEM/X-ray inspection workflow rather than replacing it. $1.5M early revenue at announce is rare for a $3M seed; indicates traction with research labs. Pre-commercial for inline fab adoption.",https://siliconangle.com/2025/11/04/quantum-diamond-microscope-startup-euqlid-launches-3m/
catalyx-space,Catalyx Space,"US-based space-infrastructure startup providing turnkey orbital mission services. Developing the Cosmotron satellite bus and the Rex reentry capsule for microgravity research, in-space manufacturing, and hypersonic-defense testing. Founded 2024 by Rifath Shaarook (of KalamSat fame), Clinton D Antony, Keerthan Chand Aluvala, and Saqib Hussain.",Space,In-Orbit Services,,Pre-commercial,US_DoD_Customer_Track,Pre-Seed,venture,1.7,,2025-01-19,19-Jan-25,Jan-25,1Q25,2025,"USA (San Francisco, CA)",Founders Inc.,"HF0 Residency, Techstars, Arka Venture Labs, Together Fund, Higher Life Ventures, Nivesha Ventures, Prana Tech Ventures, KDX Management, Bria, Lex Reddy",,"Pre-seed at $1.7M with an unusually long syndicate (Founders Inc. + HF0 + Techstars + India deeptech angels) signals VC consensus that reentry-capsule + standardized bus = the cleanest seed wedge in the orbital-logistics race. Capsule drop test in <6 months is faster than Varda's pre-Series A cadence. Comps: Varda (private $500M+ post-C), Inversion, Reditus. Real catalyst is whether the Rex/Cosmotron stack converts the disclosed pharma + hypersonic LOIs into orbital flight heritage by 2026.",https://founderlodge.com/round/OrbitAID-Aerospace-raises-1500000-Pre-Seed-2025-01-15-SAKTHIKUMAR-R-MjE1OTI
spaceium,Spaceium,"Y Combinator-backed in-orbit refueling startup developing proprietary fuel tanks for long-term cryo propellant storage and robotic arms for space-based refueling. Targets a ""network of gas stations"" in orbit by decade's end.",Space,In-Orbit Services,,Pre-commercial,None,Seed,venture,6.3,,2025-01-24,24-Jan-25,Jan-25,1Q25,2025,USA (California),Initialized Capital,Y Combinator,,"Initialized leading at $6.3M makes Spaceium the highest-profile refueling-services seed since Orbit Fab, with the YC backing differentiating it from Indian-incumbent OrbitAID and Polish Liftero on time-to-demo. Refueling is the single biggest unlock for the orbital-logistics layer once Orbit Fab's RAFTI standard becomes prevalent. Comp set is thin (no public comps); private: Orbit Fab, Astroscale (TSE listed), OrbitAID. Catalyst is binary: a successful demo wins the entire serviceable-satellite market.",https://payloadspace.com/spaceium-closes-6-3m-seed-round/
ascendarc,AscendArc,"Portland, OR-based small-GEO satellite communications startup developing sub-1,000kg geostationary satellites for cost-efficient broadband connectivity. Founded by Chris McLain, ex-SpaceX Starlink principal engineer. Holds $1.8M AFWERX STTR contract; partnered with Optisys on 3D-printed RF components; secured first commercial order from KT SAT in September 2025.",Space,Satellite Communications,,Pre-commercial,US_DoD_Customer_Track,Seed,venture,4.0,,2025-01-29,29-Jan-25,Jan-25,1Q25,2025,"USA (Portland, OR)",Seraphim Space,"Everywhere Ventures, Portland Seed Fund, Thermo, Hunter Communications",,"$4M seed plus a strategic ISP customer (Hunter Communications) on the cap table is rare for a sub-Series-A satcom company. McLain's Starlink lineage matters because the small-GEO thesis — cheaper, faster, fiber-class economics from one slot — only works if a SpaceX-grade engineer architects the bus. Public comps: VSAT, IRDM, ASTS (small-GEO disrupting LEO assumption). Real catalyst is converting the KT SAT order book into delivered units before incumbent GEO operators (Eutelsat, Hughes) respond with their own NGSO programs.",https://payloadspace.com/ascendarc-raises-4m-for-its-small-geo-sats/
kapta-space,Kapta Space,"Seattle-based spaceborne radar startup developing electronically-steered metasurface antenna arrays for LEO satellites. Targets persistent geospatial imagery for Earth observation and ground target tracking for defense — competing structurally with AESA-based incumbents. Founded by Milton Perque (ex-Echodyne) and Adam Bily (ex-Apple, ex-Astranis).",Space,Earth Observation,,Pre-commercial,US_DoD_Customer_Track,Seed,venture,5.0,,2025-02-21,21-Feb-25,Feb-25,1Q25,2025,"USA (Seattle, WA)",MetaVC Partners,"Entrada Ventures, Blue Collective",,"MetaVC lead (the dedicated metamaterials VC) anchors Kapta as the metasurface-radar pure-play to Echodyne's predecessor playbook. Spaceborne radar at LEO is structurally adjacent to ICEYE/Capella SAR but with electronically-steered ground-target-tracking — the GMTI-from-orbit play DoD has pursued for two decades. Public comp set is thin; closest: BlackSky (BKSY) RF, Capella, Iceye (private). Defense customer concentration is the catalyst — and the risk.",https://spacenews.com/kapta-space-exits-stealth-mode-with-bold-plans-for-space-based-target-tracking/
magdrive,Magdrive,"UK-based satellite propulsion startup developing high-power electric plasma thrusters using solid metal as propellant — potentially refuelable from recycled ""space junk."" Combines Hall-Effect specific impulse with order-of-magnitude better thrust per kg. Founded 2019 in Oxfordshire by Mark Stokes (CEO) and Dr Thomas Clayson (CTO). First in-orbit test of Magdrive Rogue scheduled June 2025 with D-Orbit.",Space,Space Components,,Pre-commercial,UK_National_Strategic_Capability,Seed,venture,10.5,,2025-02-25,25-Feb-25,Feb-25,1Q25,2025,UK (Oxfordshire),Redalpine,"Founders Fund, Balerion Space Ventures, Alumni Ventures, Outsized Ventures, 7percent Ventures, Entrepreneur First",,"$10.5M seed with Redalpine leading and Founders Fund following-on (after leading the pre-seed) is the largest UK satellite-propulsion seed on record. Solid-metal propellant is the structural bet — if Rogue's June flight closes on a working spec impulse, Magdrive becomes a sole-source for the post-Hall-thruster era. Comp set: Phase Four, ISPTech, Bellatrix Aerospace (private); public comp set is essentially zero. Catalyst is the orbital demo; the risk is plasma physics not scaling at the claimed thrust level.",https://payloadspace.com/magdrive-propels-us-expansion-with-10-5m-seed-round/
esper-satellites,Esper Satellites,"Australian hyperspectral imaging satellite startup building a four-satellite ""Four Leaf Clover"" constellation in shortwave-infrared for mining-deposit detection. Targets cost <$2 per km² versus the mineral-exploration incumbents. CEO Shoaib Iqbal; expansion office in Darwin.",Space,Earth Observation,,Pre-commercial,Australia_Critical_Minerals_Aligned,Seed,venture,3.1,,2025-03-04,4-Mar-25,Mar-25,1Q25,2025,Australia (Adelaide),"Hejaz Financial Services, Paspalis Capital",Undisclosed,,"$3.1M AUD-equivalent seed makes Esper the Australian counterpart to Pixxel and Kuva Space in the SWIR-hyperspectral-for-mining thesis. The mineral-exploration positioning aligns Esper directly with KoBold Metals' AI-exploration thesis but from the orbital sensor side — a complementary picks-and-shovels play. Public comp set: Planet Labs (PL) hyperspectral roadmap, BlackSky (BKSY). Catalyst is the OTR-2 launch (Aug 2025 on Dhruva Space platform) producing commercially-priced SWIR data the mining majors actually buy.",https://payloadspace.com/esper-satellites-raises-3-1m-seed-round/
pilogic,PiLogic,"California-based startup developing ""exact AI"" — mathematically precise model architecture optimized for onboard satellite deployment, surpassing generative AI in speed, accuracy, and compute efficiency. Validated NASA Electrical Power Systems Diagnostics Model and a Radar Model for object tracking.",Space,Space Components,,Pre-commercial,US_DoD_Customer_Track,Seed,venture,4.0,,2025-05-23,23-May-25,May-25,2Q25,2025,USA (California),"Scout Ventures, Seraphim Space","Sovereign's Capital, Flex Capital, FN Fund, Gokul Rajaram",,"Scout Ventures + Seraphim Space co-leading puts PiLogic into the ""AI-for-orbital-edge"" lane that Sophia Space, Edgx, and Diffraqtion all compete in — but PiLogic's mathematical-precision angle differentiates against the GPU-heavy compute thesis. NASA-validated power-systems diagnostics is the wedge into US space defense customers. Public comp set: NVDA edge-compute roadmap, AMD; private: Sophia Space, Edgx. Catalyst is converting the early defense LOIs into a sole-source contract for orbital AI before Lockheed/Raytheon build it in-house.",https://spacenews.com/pilogic-raises-4-million-for-bespoke-satellite-ai-models/
sarsatx,SARsatX,"Saudi Arabian SAR satellite startup spun out of KAUST's TAQADAM accelerator. Building small-SAR satellites for Earth observation with claimed 4-hour data delivery — targeting deforestation, oil-leak detection, disaster response, urban development, and border security across MENA, Africa, Southeast Asia.",Space,Earth Observation,,Pre-commercial,Saudi_Vision_2030,Seed,venture,2.6,,2025-05-20,20-May-25,May-25,2Q25,2025,Saudi Arabia (Thuwal),TONOMUS,"Wa'ed Ventures, Access Bridge Ventures, KAUST Innovation Ventures",,"Saudi state-aligned syndicate (TONOMUS/NEOM + Wa'ed/Aramco + KAUST) leading reads less like a venture bet than national-champion seeding for KSA's sovereign-SAR capability. $2.6M is small relative to the global SAR cohort (ICEYE €600M raised, Capella, Umbra) but the geopolitical anchor makes it the MENA SAR consolidator candidate. Public SAR comp set: BKSY (RF), ICEYE (private), Capella (private). Catalyst is whether SARsatX builds the satellites in-country or buys from existing SAR vendors — the former unlocks the sovereign-asset positioning.",https://spaceinsider.tech/2025/05/20/sarsatx-secures-2-6-million-seed-round-for-middle-east-north-africa-earth-observation-analytics-and-satellite-integration/
sophia-space,Sophia Space,"Pasadena-based orbital-compute startup founded by retired JPL Fellow Dr. Leon Alkalai in 2023. Developing modular TILE™ architecture — solid-state, self-sustaining compute modules with passive space-cooling and integrated solar power for orbital data centers. Plans a constellation by the 2030s.",Space,In-Orbit Services,,Pre-commercial,US_DoD_Customer_Track,Pre-Seed,venture,3.5,,2025-05-19,19-May-25,May-25,2Q25,2025,"USA (Pasadena, CA)",Unlock Venture Partners,Undisclosed,,"Pre-seed precedes the Feb-26 $10M seed already in the dataset; the founding ex-JPL pedigree is the unlock — Alkalai led JPL's pre-cosmonaut-era exploration architecture. Orbital data centers is one of the most-hyped 2026 theses (Starcloud, Lonestar, SpaceComputer) but Sophia's passive-cooling angle differentiates from GPU-heavy Starcloud. Public comps: NVDA edge thesis, SuperMicro orbital ambitions; private: Starcloud, SpaceComputer. Catalyst is the first TILE in orbit and whether passive cooling actually delivers the claimed efficiency at >10kW thermal loads.",https://sophia.space/news/sophia-space-closes-pre-seed-financing
inspecity,InspeCity,"Mumbai/Thane-based satellite life-extension and ISAM startup. Building a vertically-integrated platform combining propulsion, robotics, and RPOD capabilities for satellite servicing, refueling, deorbit, and mission-life extension. Founded 2022 by IIT Bombay alumni.",Space,In-Orbit Services,,Pre-commercial,India_Make_In_India,Seed,venture,5.6,,2025-05-07,7-May-25,May-25,2Q25,2025,India (Thane),Ashish Kacholia,"Speciale Invest, Shastra VC, Antler India, DeVC, MGF Kavachh, Anicut Capital",,"Kacholia leading (a public-equity ace, not a typical seed-stage VC) signals India's domestic capital believes ISAM is the next exit window after Pixxel/Skyroot. $5.6M for India's first vertically-integrated ISAM platform positions InspeCity as Astroscale's emerging-market analog. Public comp set: ASTR (Tokyo) Astroscale; private: ClearSpace, OrbitAID. Catalyst: hitting space-qualification milestones within the disclosed 12-month window; risk is whether MoU with Japan's Orbital Lasers becomes binding offtake.",https://www.inspecity.com/in-the-news/inspecity-secures-5-6-million-in-seed-funding-to-pioneer-the-future-of-in-orbit-satellite-servicing
lux-aeterna,Lux Aeterna,"Denver, CO-based startup developing fully-reusable satellite buses that survive atmospheric reentry and re-fly with new payloads. Flagship Delphi spacecraft (~200kg, ~25% payload mass fraction) targeting Q1 2027 demonstration mission. Vision: 15-flight reusability per vehicle.",Space,In-Orbit Services,,Pre-commercial,US_DoD_Customer_Track,Pre-Seed,venture,4.0,,2025-06-25,25-Jun-25,Jun-25,2Q25,2025,"USA (Denver, CO)",Space Capital,"Dynamo Ventures, Channel 39",,"Pre-seed at $4M makes Lux Aeterna the most-funded reusable-satellite-bus seed since Outpost; the Q1-2027 demo is one of the cleanest binary catalysts in the orbital-logistics class. Reusable buses are the structural inverse to disposable-smallsat orthodoxy — if Delphi survives reentry, the customer thesis flips from ""buy a new sat every mission"" to ""lease and refly."" Comps thin: Outpost (private), Inversion (private), Reditus (private); public: RKLB (Photon). Catalyst is binary; reusability either works or it doesn't.",https://www.satellitetoday.com/finance/2025/06/25/lux-aeterna-raises-pre-seed-funding-for-reusable-satellite-bus/
apolink,Apolink,"Palo Alto-based satellite-connectivity startup (formerly Bifrost Orbital) building a 32-satellite LEO relay constellation for real-time 24/7 connectivity. FCC-licensed; each orbital ring designed for 256 users at 9.6kbps. Founded by 19-year-old Onkar Singh Batra. $140M+ in LOIs from Astro Digital, Hubble Network, Star Catcher.",Space,Satellite Communications,,Pre-commercial,US_FCC_Spectrum,Seed,venture,4.3,45.0,2025-07-11,11-Jul-25,Jul-25,3Q25,2025,"USA (Palo Alto, CA)",Y Combinator,"468 Capital, Unshackled Ventures, Rebel Fund, Maiora Ventures, Laura Crabtree, Benjamin Bryant, Kanav Kariya",,"Oversubscribed seed at $45M post-money is the highest valuation of any space pre-Series-A in this window — a YC-effect amplifier on what is essentially a thin-customer-validated cold-start play. The $140M LOI book is the real story; if even 10% converts to bookings by 2027, Apolink eats Iridium's (IRDM) LEO relay segment. Public comps: IRDM (TDRSS analog), ASTS (LEO comms). Risk: 19-year-old founder navigating Iridium- and Hughes-incumbent regulatory friction.",https://techcrunch.com/2025/07/11/yc-backed-apolink-by-19-year-old-bags-4-3m-to-build-24-7-connectivity-for-leo-satellites/
cascade-space,Cascade Space,"California-based satellite-communications-platform startup (fka Heliosphere Network) building an end-to-end design + ops platform for spacecraft comms — including the open-source Spacelink library for link-budget modeling, an online design tool, and a planned ground-station network for lunar missions. Founded by Jacob Portukalian (architected SpaceX Crew Dragon comms) and Arlen Abraham (Astra launch systems).",Space,Ground Systems & Antennas,,Pre-commercial,None,Seed,venture,5.9,,2025-07-24,24-Jul-25,Jul-25,3Q25,2025,USA (California),Undisclosed,"Y Combinator, Nova Threshold, Undeterred Capital, Night Capital, Olive Capital, Valkyrie Ventures, Karman Ventures, Palm Drive Capital, Garage Capital, TRAC, Aurelia Foundry, Hawktail, MGV.VC, Pioneer Fund, Liquid 2 Ventures",,"Long-tail syndicate ($5.9M across 15+ funds, no clean lead) reads as a Y Combinator party round on an unusually broad cap table — risky for governance but signals consensus on space-comms software being the under-built layer. Crew Dragon comms architect on the founding team is the unlock. Public comp set: Viasat (VSAT), Iridium (IRDM); private: Atlas Space, AWS Ground Station. Catalyst is whether the open-source Spacelink library captures developer mindshare the way GitHub Copilot did for code — a 2-3 year horizon.",https://www.satellitetoday.com/finance/2025/07/25/new-startup-cascade-space-targets-satellite-communication-system-design/
spaceflux,Spaceflux,London-based space-domain-awareness startup developing a proprietary global telescope network with AI-driven analytics. Combines visible + SWIR optical sensors for 24/7 satellite/debris tracking across all orbits. Founded 2022; holds three multi-year UK Government SST contracts under NSpOC framework.,Space,Ground Systems & Antennas,,Pre-commercial,UK_National_Strategic_Capability,Seed,venture,7.3,,2025-07-25,25-Jul-25,Jul-25,3Q25,2025,UK (London),"UK Innovation & Science Seed Fund, Foresight Group, Blackfinch Ventures",Seraphim Space,,"Tri-led seed at $7.3M (£5.4M) with the UK government's seed fund anchoring is the cleanest UK-MoD signal yet — Spaceflux subsequently won all three NSpOC SDA contracts. SDA is the under-built domain where geopolitical urgency (Russia-Ukraine, Taiwan) creates 5-year demand visibility. Public comp set: LeoLabs (private), Slingshot (private), HawkEye 360 (private $150M Series E in dataset). Catalyst is whether the UKSA/MoD contracts grow from data feeds into the operational layer of UK Space Command.",https://www.foresight.group/news/spaceflux-raises-54-million-in-seed-funding
orbital-paradigm,Orbital Paradigm,Madrid-based reusable orbital reentry capsule startup. Building Kestrel reentry vehicles with ceramic thermal shields and proprietary guidance software for low-G recovery on European soil. Test capsule KID flies maiden mission late 2025; €81M LOI pipeline across 18 clients; founded 2023 by ex-ESA engineer Francesco Cacciatore.,Space,In-Orbit Services,,Pre-commercial,EU_Sovereign_Space,Pre-Seed,venture,1.6,,2025-08-07,7-Aug-25,Aug-25,3Q25,2025,Spain (Madrid),"Akka, Demium Capital",id4 Ventures,,"Pre-seed at €1.5M with €81M in LOIs is the strongest LOI-to-funding ratio in this entire sweep. Orbital Paradigm is the European complement to US-based Varda/Catalyx/Reditus — same reentry-services thesis, different sovereign exposure (European customers want EU-controlled return-cargo for ITAR-sensitive payloads). Comp set: Varda (private), Reditus (private), Catalyx (private); thin public comps. Catalyst is the KID mission separating + transmitting + surviving; the second mission is already 80% pre-sold.",https://www.eu-startups.com/2025/08/spanish-spacetech-orbital-paradigm-raises-e15-million-to-build-reusable-space-capsules/
