entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
turion-space,Turion Space,"Operates a constellation of maneuverable satellites for space domain awareness and non-Earth imaging. Holds 28 US government contracts across the Space Force, NASA, and NRO; first NOAA-licensed commercial NEI provider.",Space,Earth Observation,Deployment & Operation,Medium,US_DPA_Title_III,Series B,venture,75.0,,2026-04-15,15-Apr-26,Apr-26,2Q26,2026,"USA (Irvine, CA)",Washington Harbour Partners,"Aurelia Foundry, Forward Deployed VC, FoundersX, Center15 Capital, Magnetar Capital, HOF Capital, Industrious Ventures",,"First NOAA-licensed commercial non-Earth-imaging provider with 28 USG contracts across Space Force, NASA, and NRO — Turion is being underwritten on a regulated-monopoly thesis as much as on technology. Comp set: LeoLabs and Slingshot on space-domain-awareness analytics, ExoAnalytic on ground-based optical SDA, True Anomaly on active proximity ops; no public pure-play. SDA is consolidating into 4-5 vendors, and Turion's maneuverable-satellite differentiation gives it the operational moat analytics-only peers lack.",https://spacenews.com/turion-space-raises-75-million-to-expand-maneuverable-satellite-fleet/
univity,Univity,"French operator of a planned 1,600-satellite very-low-earth-orbit (VLEO) 5G constellation at around 375 km. Formerly Constellation Technologies & Operations; targets a European sovereign direct-to-cell alternative to Starlink and AST SpaceMobile.",Space,Satellite Communications,Deployment & Operation,Pre-commercial,None,Series A,venture,32.0,,2026-04-23,23-Apr-26,Apr-26,2Q26,2026,France (Paris),"Blast, Expansion Ventures","Bpifrance Deeptech 2030, two family offices",,"VLEO 5G constellation at 375km — well below Starlink's 550km altitude band — is the European sovereignty pitch dressed as a physics differentiator. Comp set: AST SpaceMobile (ASTS) on direct-to-cell incumbency, SpaceX Starlink as the dominant LEO peer, Lynk Global on private D2C, Globalstar (delisting in progress, Amazon acquisition) on partnered satellite-cellular. 1,600-sat constellation at $32M Series A is laughably underfunded vs ASTS scale economics; round reads as European sovereign-capital seed before larger institutional rounds.",https://spacenews.com/univity-funds-vleo-5g-demonstrators-with-32-million-series-a/
xoople,Xoople,"Spanish earth observation company building an AI-optimized imagery constellation for government tracking, agribusiness, infrastructure, and supply-chain monitoring. Partnered with L3Harris on next-generation sensors.",Space,Earth Observation,Deployment & Operation,Medium,None,Series B,venture,130.0,,2026-04-06,6-Apr-26,Apr-26,2Q26,2026,Spain (Barcelona),Nazca Capital,"MCH Private Equity, CDTI, Buenavista Equity Partners, Endeavor Catalyst",,"Largest Spanish space round on record and the cleanest signal that the EU is funding sovereign Earth-observation capacity alongside launch and PNT investments. Comp set: Planet Labs (PL) and Maxar (private) on the public/global EO side, ICEYE on SAR-specific, Satellogic (SATL) as the small-cap public proxy. L3Harris sensor partnership is the load-bearing strategic — Xoople gets US sensor IP without US listing, L3Harris gets European distribution. EU EO arms race is real, with ICEYE and Constellr scaling capital in parallel.",https://techcrunch.com/2026/04/06/spains-xoople-raises-130-million-series-b-to-map-the-earth-for-ai/
portal-space-systems,Portal Space Systems,Builds the Supernova satellite bus equipped with solar-thermal propulsion for rapid orbital maneuvering. Holds a $45M SpaceWERX contract; first Starburst-1 mission scheduled on SpaceX Transporter-18 in late 2026. Founded by a former SpaceX Raptor engineer.,Space,Space Components,Components & Subsystems,Pre-commercial,US_DPA_Title_III,Series A,venture,50.0,250.0,2026-04-09,9-Apr-26,Apr-26,2Q26,2026,"USA (Bothell, WA)","Geodesic Capital, Mach33","Booz Allen Ventures, ARK Invest, AlleyCorp, FUSE",,"$45M SpaceWERX contract plus $50M Series A at $250M post is the textbook DoD-pull Series A — government anchor de-risks technology, private capital underwrites scale. Solar-thermal propulsion is the differentiator; closest comps are Impulse Space and Atomos on OTV, Phase Four on small-sat propulsion. Booz Allen Ventures + ARK + Geodesic is an unusually loaded syndicate for a $50M round, reading as Golden Dome-adjacent positioning. Starburst-1 flight execution in late 2026 is the binary milestone.",https://spacenews.com/portal-space-systems-raises-50-million-to-accelerate-spacecraft-development/
york-space-systems-all-space,York Space Systems / ALL.SPACE,ALL.SPACE: UK manufacturer of multi-orbit phased-array antenna terminals (the Smart Terminal) for satellite communications. Acquired by York Space Systems for $355M to consolidate vertically integrated smallsat plus terminal offerings.,Space,Ground Systems & Antennas,Components & Subsystems,Medium,UK_NSI_Act,M&A,venture,355.0,355.0,2026-04-29,29-Apr-26,Apr-26,2Q26,2026,United Kingdom (Reading),York Space Systems,,,"Smallsat M&A consolidation moving into terminals — York vertically integrating bus + payload + ground terminal is the response to Pentagon's preference for single-vendor stack delivery. Comp framing: Iridium (IRDM), Globalstar (now Amazon) on terminals; Planet (PL), Maxar private on satellites. Structure (155M cash + 5.9M YSS shares) implies meaningful stock-based earnout — both sides betting on York's listing path. Less interesting as a standalone deal, more as evidence of accelerating smallsat consolidation.",https://spacenews.com/york-space-to-buy-satcom-terminal-manufacturer-all-space/
phantom-space-thermal-management-technologies,Phantom Space / Thermal Management Technologies,Thermal Management Technologies: builds thermal control components for spacecraft. Acquired by Phantom Space to support the Phantom Cloud orbital data center constellation thermal needs.,Space,Space Components,Components & Subsystems,Medium,US_DPA_Title_III,M&A,venture,,,2026-04-02,2-Apr-26,Apr-26,2Q26,2026,"USA (Logan, UT)",Phantom Space,,,"Phantom buying TMT for thermal-control IP is the vertical-integration tell for orbital data centers — Phantom Cloud's Block I spacecraft thermal budget is the binary engineering constraint, and owning the radiator stack derisks supply schedule. Comp set: Sophia Space and Lonestar on orbital DC peers, Lumen Orbit on US scale-up, Starcloud on Starship-deployed, Axiom on station-attached compute; Equinix (EQIX) and Iron Mountain (IRM) as terrestrial counters. Terms undisclosed; strategic tuck-in for the constellation roadmap.",https://spacenews.com/phantom-space-buys-thermal-specialist-to-support-orbital-data-center-push/
spacex,SpaceX,"Manufactures and operates orbital launch vehicles (Falcon 9, Falcon Heavy, Starship) and the Starlink low-earth-orbit broadband satellite constellation. Provides launch services to commercial, government, and NASA customers and direct-to-consumer satellite internet.",Space,Launch,Deployment & Operation,Critical,US_DPA_Title_III,IPO (filed),venture,75000.0,1750000.0,2026-04-01,1-Apr-26,Apr-26,2Q26,2026,"USA (Hawthorne, CA)",,21 banks under 'Project Apex',,"Largest IPO filing in history; repricing the entire space stack from launch incumbents (RKLB, ASTS, IRDM) downward. Confidential S-1 with a June 2026 listing target signals SpaceX is reading current public-market multiples favorably ahead of an expected Starlink spin-off. Single largest signal in the 1Q26 dataset.",https://www.cnbc.com/2026/04/01/spacex-confidentially-files-for-ipo-setting-stage-for-record-offering.html
orbital-chenguang-beijing-orbital-twilight,Orbital Chenguang (Beijing Orbital Twilight),Chinese orbital data center startup backed by Beijing municipal sci-tech commission. Supported by $8.4B (57.7B yuan) in strategic credit lines from 12 Chinese banks; targets space-based AI compute infrastructure.,Space,Satellite Communications,Deployment & Operation,Pre-commercial,China_Made_In_China_2025;US_Export_Controls_China,Pre-Series A,venture,,,2026-04-20,20-Apr-26,Apr-26,2Q26,2026,China (Beijing),"Haisong Capital, CITIC Construction Investment Capital","Cathay Capital, InnoAngel Fund, Anhui Xinhua Group, Zhike Industrial Investment, Kunlun Capital, Lizhe Fund",,"$8.4B in strategic credit from 12 Chinese state banks alongside an undisclosed equity round is sovereign-scale industrial policy — Beijing is funding orbital data centers as the AI-compute counter to Starlink and US space-AI, with bank credit doing the heavy lifting that VC cannot at this magnitude. Comp set: Sophia Space and Lonestar on US/Japan orbital DC peers, Lumen Orbit on US scale, Starcloud on Starship-deployed; Equinix (EQIX) as terrestrial counter. Export controls are the binary geopolitical risk.",https://spacenews.com/china-backs-orbital-data-center-startup-with-8-4-billion-in-credit-lines/
atmos-space-cargo,ATMOS Space Cargo,German earth-to-space-to-earth orbital reentry company building the PHOENIX series of reentry vehicles for cargo return from orbit. Operating recovery missions near the Azores under a Portuguese ANACOM license; targets the European sovereign return-from-orbit market.,Space,In-Orbit Services,Deployment & Operation,Pre-commercial,EU_NZIA,Series A,venture,30.5,,2026-04-22,22-Apr-26,Apr-26,2Q26,2026,Germany (Lichtenau),"Balnord, Expansion Ventures","Keen Defence and Security, EIC Accelerator, OTB Ventures, HTGF, APEX Ventures, Seraphim, Faber, E2MC, Kirch Ventures, Lennertz & Co., Mätch VC, MBG Baden-Württemberg, Tech Horizons",,"PHOENIX 2 fleet operating under Portugal's ANACOM license is the regulatory moat — being the only European operator with sovereign reentry approval creates structural advantage as EU return-from-orbit demand materializes. Comp set: Varda Space on US pharmaceuticals-return, Inversion Space on US reentry capsules, Outpost Space on cargo return; no European listed peer. Booz Allen-adjacent Keen Defence on the cap table tags this for dual-use orbital-logistics positioning, which is where margins materialize.",https://spacenews.com/atmos-space-cargo-raises-30-million-for-reentry-missions/
pld-space,PLD Space,"Spanish launch vehicle company developing MIURA 5, a small reusable launcher for European commercial and government missions. Mitsubishi Electric is a strategic investor anchoring Asian customer access.",Space,Launch,Deployment & Operation,Medium,None,Debt Financing,debt,35.0,,2026-04-07,7-Apr-26,Apr-26,2Q26,2026,Spain (Elche),European Investment Bank,InvestEU guarantee,,"EIB's first-ever direct investment in small launchers is the policy-precedent signal — European institutional capital is finally underwriting sovereign-launch capacity at the venture-debt layer, not just equity. Brings 2026 cumulative raise to E210M, the largest year for a European small-launcher. Comp set: Rocket Lab (RKLB) on small-lift cadence, Isar Aerospace and Latitude as European peers, ArianeGroup and Avio (AVIO IM) on state-aligned heavy-lift. MIURA 5 maiden flight execution remains the binary milestone.",https://spacenews.com/pld-space-secures-35-million-european-investment-bank-loan-for-miura-5-launcher/
rocket-lab-mynaric,Rocket Lab / Mynaric,Mynaric: German manufacturer of laser optical communication terminals for satellite-to-satellite and ground-to-satellite data links. Acquired by Rocket Lab for $155.3M; the CONDOR Mk3 terminal is integrated into Rocket Lab's SDA Tranche 3 contracts.,Space,Space Components,Components & Subsystems,Medium,None,M&A,venture,155.3,155.3,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,Germany (Munich),Rocket Lab,,,"Rocket Lab (RKLB) completing the Mynaric acquisition at a higher price than originally agreed signals the SDA Tranche 3 contract is the load-bearing economic justification — RKLB cannot win $1.3B in CONDOR Mk3 commitments without owning the laser terminal vendor. Strategic frame is end-to-end vertical integration: RKLB now controls launch, bus, components, and optical comms, mirroring Maxar's pre-acquisition stack. Bullish for RKLB prime positioning, bearish for competing terminal vendors (CACI, BridgeComm, Mbryonics).",https://www.satellitetoday.com/technology/2026/04/14/rocket-lab-closes-mynaric-acquisition-at-higher-price-than-originally-agreed/
amazon-globalstar,Amazon / Globalstar,Globalstar: operates a satellite communications network with MSS spectrum used by Apple for iPhone and Apple Watch emergency satellite connectivity. Acquired by Amazon for $11.57B in cash to bolster Amazon's Project Kuiper LEO ambitions against Starlink and AST SpaceMobile.,Space,Satellite Communications,Deployment & Operation,Medium,US_DPA_Title_III,M&A,venture,11570.0,11570.0,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,"USA (Covington, LA)",Amazon,,,"Amazon's first real offensive move in direct-to-cell, paying 90/share cash for the Apple-anchored MSS spectrum and infrastructure. Bearish read-through for AST SpaceMobile (ASTS): Project Kuiper now has the spectrum, the Apple commercial relationship, and the capital base to fight Starlink in D2C, leaving ASTS as the third option in a market that may only fit two. Iridium (IRDM) and Globalstar's pre-deal multiples were the public-market anchors here, both now repriced.",https://www.cnbc.com/2026/04/14/amazon-globalstar-satellite-leo-internet.html
citra-space,Citra Space,"Provides space domain awareness through orbital object identification ('fingerprinting') of the roughly 35,000 objects in orbit. Founded by former US Space Force and Air Force officers; targets defense and Golden Dome adjacent customers.",Space,Earth Observation,Deployment & Operation,Pre-commercial,US_DPA_Title_III,Series A,venture,15.0,,2026-04-13,13-Apr-26,Apr-26,2Q26,2026,"USA (Colorado Springs, CO)",Washington Harbour Partners,"Industrious Ventures, Reliable Properties, Scout VC, Squadra Ventures, Alumni Ventures, Flex Capital",,"Washington Harbour Partners leading is the second SDA-infrastructure round from WHP in April after Turion — signals a clear thesis on space domain awareness as Golden Dome procurement scales. Comp set: LeoLabs on radar-based SDA, ExoAnalytic Solutions on optical SDA, Slingshot Aerospace on listed-adjacent peer, NorthStar Earth & Space on Canadian SDA peer. 10,000 unidentified objects out of 35,000 in orbit is the TAM-defining metric; ex-Space Force founder team gives the DoD-channel underwrite. Reads as cleanest pure-play on US SDA buildout.",https://spacenews.com/citra-space-raises-15-million-series-a-to-expand-platform-for-identifying-objects-in-orbit/
spacety,Spacety,"Chinese commercial satellite manufacturer specializing in synthetic aperture radar (SAR) spacecraft. 38 satellites launched across 21 missions; sanctioned by US Treasury in 2023 for alleged SAR imagery provided to the Wagner Group, and now state-linked.",Space,Earth Observation,Deployment & Operation,Medium,China_Made_In_China_2025;US_Export_Controls_China,Strategic,strategic_corporate,190.0,,2026-04-09,9-Apr-26,Apr-26,2Q26,2026,China (Changsha),Liangxi Sci-Tech Innovation Phase II Fund (Bohua Capital),"Turing Capital, Puhua Capital, Guoxin Guozheng, Xiangjiang State Investment",,"$190M from Chinese state-linked LPs immediately ahead of an A-share IPO is the cleanest case study in how OFAC-designated companies recapitalize inside the Chinese state-financial system. The 2023 Treasury sanctions over alleged Wagner SAR imagery closed Western capital channels; this round shows the Beijing alternative is fully operational. Comp set: Capella Space, ICEYE, Synspective on Western SAR; HEAD Aerospace and MinoSpace as domestic Chinese peers. Bearish read-through for US export-control durability.",https://spacenews.com/spacety-raises-190-million-to-scale-satellite-manufacturing-plans-ipo/
renewable-metals,Renewable Metals,"Australian lithium-ion battery recycler using an alkali-based hydrometallurgical process. Recovers lithium, cobalt, nickel, copper, and manganese at over 95% efficiency, with up to 30% more lithium capture than acid-based methods. Plant ramping from 960 to 2,000 tpa.",Materials,Battery Materials,Upstream Materials,Pre-commercial,US_Critical_Minerals_List,Series A,venture,12.0,,2026-04-27,27-Apr-26,Apr-26,2Q26,2026,"Australia (Perth, WA)",Clean Energy Finance Corporation (via Virescent Ventures),"Neglected Climate Opportunities, European Metal Recycling (EMR), Investible, Climate Tech Partners",,"Round upsized from $8M target days after Ascend Elements bankruptcy on April 9 — the distressed-comp signal is the load-bearing piece, with capital rotating from centralized Redwood/Ascend toward smaller distributed alkali-based hydrometallurgical plants. Comp set: Redwood Materials on US centralized recycling, Li-Cycle (post-restructuring) on listed-precedent peer, Cirba Solutions on US private. Alkali process captures 30% more lithium vs acid-based — economics edge that distributed model needs to clear scale-economics gap.",https://www.cefc.com.au/media/media-release/renewable-metals-raises-12-million-series-a-to-scale-next-generation-lithium-ion-battery-recycling-technology/
carbon-upcycling-technologies,Carbon Upcycling Technologies,"Canadian company sequestering CO2 from cement kilns to produce low-carbon supplementary cementitious materials. Operates at the Ash Grove Mississauga cement plant with up to 30,000 tpa capacity; strategic backers include CRH, Cemex, and TITAN.",Materials,Structural Materials,Upstream Materials,Medium,None,Debt Financing,debt,10.0,,2026-04-02,2-Apr-26,Apr-26,2Q26,2026,"Canada (Calgary, AB)",ATEL Ventures,,,"Asset-secured debt financing with future equity option is the canonical project-finance hybrid emerging for cement decarb post-DOE OCED grant cancellations — capital is rotating from federal-grant dependence to asset-collateralized debt at the plant level. Comp set: Sublime Systems and Brimstone on US cement-decarb peers, Heirloom on CO2-mineralization, Holcim (HOLN SW) and CRH (CRH) as listed cement-counters. CRH Ventures, Cemex, and TITAN strategic participation locks in offtake — debt-plus-strategic structure is the survivable model for cement decarb in 2026.",https://www.prnewswire.com/news-releases/carbon-upcycling-secures-10m-in-financing-from-atel-ventures-to-support-clean-cement-manufacturing-302732403.html
cluster-protocol,Cluster Protocol,Decentralized GPU compute infrastructure platform with verifiable AI execution and modular orchestration. Operates the CodeXero browser-native AI IDE for EVM smart contract deployment.,Token,Decentralized AI / DePIN,Software & Services,Medium,None,Strategic,token,5.0,,2026-04-24,24-Apr-26,Apr-26,2Q26,2026,Undisclosed (HQ unspecified; Web3-native),DAO5,"Paper Ventures, JPEG Trading, Mapleblock Capital",,"Decentralized GPU compute with an EVM-IDE application layer is a borderline DePIN-AI fit — true infrastructure thesis is the verifiable-inference stack, not CodeXero. Comp set: io.net and Render on GPU DePIN, Gensyn on verifiable AI training, Akash on decentralized compute, Bittensor on subnet-based AI markets. $5M strategic round is dev-tooling capital, not protocol-scale. Application-layer dependency on EVM dApp deployment volume is the binary risk if AI-IDE adoption stalls.",https://www.theblock.co/post/398581/cluster-protocol-raises-5-million-to-accelerate-codexero-a-browser-native-vibe-coding-ai-ide-for-evm-bringing-total-funding-to-7-75-million
zipline,Zipline,"Operates an autonomous drone delivery network for medical supplies, retail goods, and food. Started with blood and vaccine delivery in Rwanda and Ghana; now expanding US operations to Houston, Phoenix, and Seattle. Builds both the fixed-wing delivery drones and the operating software stack.",Robotics,Autonomous Systems & Drones,System Integration,Medium,None,Series H (extension),venture,200.0,,2026-03-23,23-Mar-26,Mar-26,1Q26,2026,"USA (San Francisco, CA)",Paradigm,"Fidelity Management & Research, Baillie Gifford, Valor Equity Partners, Tiger Global Management",,"Series H extension brings total H round to $800M and tags Paradigm onto a crossover-heavy IPO-prep syndicate (Fidelity, Baillie Gifford, Tiger, Valor). Crypto-fund participation in autonomous logistics is the tell — Paradigm crossing into physical AI signals private market is treating Zipline as a near-term liquidity event. Comp framing remains thin: no public pure-play, Wing (under GOOGL) and Matternet as private peers a tier below. Houston/Phoenix/Seattle expansion is the test of US suburban economics.",https://techcrunch.com/2026/03/23/zipline-snaps-up-another-200m-to-fuel-its-drone-delivery-expansion/
saeki,SAEKI,"SAEKI develops autonomous microfactories that combine large-format 3D printing with robotic CNC machining and inspection in a single closed-loop workflow. The Swiss company targets aerospace, automotive, and construction customers needing large precision components in days rather than weeks.",Robotics,Industrial Robots,Fabrication & Manufacturing,Pre-commercial,None,Seed,venture,6.7,,2025-02-05,5-Feb-25,Feb-25,1Q25,2025,"Zurich, Switzerland",Lightbird,"Founderful, 2100VC, Danobat",,"$6.7M seed for an ETH-Zurich spinout running a hybrid 3D-print-plus-CNC robotic cell at industrial scale. Comp set is thin pre-commercial — closest listed analog is Markforged/3D Systems (DDD) on large-format additive plus Hexagon (HXGBY) on inline metrology, but neither integrates the full robotic loop SAEKI is building. Lightbird leading signals deep-tech capital is betting on closed-loop microfactories rather than mega-fabs. Catalyst is the first paying aerospace tier-one order proving multi-material throughput at production rates.",https://www.globenewswire.com/news-release/2025/02/05/3021227/0/en/Manufacture-the-impossible-SAEKI-raises-6-7M-to-transform-large-scale-manufacturing.html
dyna-robotics,Dyna Robotics,"Dyna Robotics builds low-cost stationary robotic arms paired with a robotics foundation model called DYNA-1 for repetitive tasks such as food prep, folding, and packaging. The Redwood City team comes out of the Caper AI exit to Instacart.",Robotics,Industrial Robots,,Pre-commercial,None,Seed,venture,23.5,,2025-03-25,25-Mar-25,Mar-25,1Q25,2025,"Redwood City, USA","CRV, First Round Capital",,,"$23.5M seed at the high end of the bracket — CRV and First Round co-leading a Caper-AI-exit team building task-sequenced robotic arms plus a foundation model. Closest listed comps are limited: Symbotic (SYM) on warehouse automation and ABB (ABBNY) on industrial arms, neither building task-conditioned VLA models. The thesis is whether per-task fine-tuning on $5K-class arms beats general-purpose humanoid platforms on near-term ROI. Six months later the round was followed by a $120M Series A with NVIDIA Amazon Samsung — pricing the seed in retrospect at venture conviction levels.",https://www.prnewswire.com/news-releases/dyna-robotics-raises-23-5-million-to-commercialize-embodied-ai-with-low-cost-robots-302410263.html
rerun,Rerun,"Rerun builds open-source visualization tooling plus a commercial database for multimodal robot, drone, and autonomous-vehicle data — video streams, 3D scenes, and time-varying tensors. The Stockholm-based team is making physical-AI data infrastructure a horizontal category.",Robotics,Software & Simulation,,Pre-commercial,None,Seed,venture,17.0,,2025-03-20,20-Mar-25,Mar-25,1Q25,2025,"Stockholm, Sweden",Point Nine,"Sunflower Capital, Costanoa Ventures, Seedcamp",,"$17M seed for the de-facto open-source visualization layer for physical AI — adopted inside Meta Google Hugging Face Unitree workflows. No clean listed comp; closest adjacency is Datadog (DDOG) on observability and Confluent (CFLT) on streaming data, but Rerun is purpose-built for multimodal sensor streams. Point Nine leading signals the data-infrastructure layer is being repriced as a robotics primitive, not a SaaS niche. Catalyst is whether the commercial DB monetizes the existing open-source distribution into seven-figure ARR.",https://techcrunch.com/2025/03/20/reruns-open-source-ai-platform-for-robots-drones-and-cars-revs-up-with-17m-seed/
ihub-robotics,iHub Robotics,"iHub Robotics builds semi-humanoid service robots for hospitality, healthcare, transportation, and customer-service deployments. Its Tara Gen-1 robot ships into UAE and Saudi Arabia, and the company is the first Indian member of NVIDIA's Humanoid Robotics Program.",Robotics,Humanoid & Service Robots,,Pre-commercial,None,Pre-Seed,venture,0.52,,2025-03-19,19-Mar-25,Mar-25,1Q25,2025,"Kerala, India",Undisclosed,,,"Sub-$1M pre-seed flagged because iHub is the first Indian humanoid maker accepted into NVIDIA's program and is already shipping the Tara Gen-1 into Gulf hospitality contracts. Comp set is thin — listed analogs are Pudu Robotics (private) on hospitality service bots and Bear Robotics on F&B; neither has Indian manufacturing scale. Plan to build ""India's largest humanoid robotics facility"" is binary — either Kerala ramp delivers volume or the round was prematurely flagged.",https://www.business-standard.com/content/press-releases-ani/ihub-robotics-raises-rs-4-3-crore-pre-seed-funding-from-us-based-investors-125032000786_1.html
scout-ai,Scout AI,Scout AI builds unmanned ground and aerial vehicles plus a vision-language-action foundation model called Fury for defense applications. The California team operates prototypes in the Santa Cruz Mountains and holds a multi-contract DoD backlog.,Robotics,Autonomous Systems & Drones,,Pre-commercial,Export controls; Defense procurement,Seed,venture,15.0,,2025-04-16,16-Apr-25,Apr-25,2Q25,2025,"Sunnyvale, USA","Align Ventures, Booz Allen Ventures","Draper Associates, Decisive Point Ventures, Perot Jain, Sigmas Group, Evolution VC, BVVC, Habitat Partners, Piedmont Capital Investments, FJ Labs, Revelry Venture Partners, Monte Carlo Capital, Expansion VC, Gaingels",,"$15M seed with Booz Allen's venture arm co-leading — the integrator stamp matters for DoD pipeline. Comp set is the listed defense autonomy basket — Kratos (KTOS), AeroVironment (AVAV), Palantir (PLTR) on the software side — though Scout is earlier on the curve. The thesis is whether a VLA-trained robotics foundation model layered onto small ground/air vehicles converts a contract backlog into a defense-prime platform. Series A came one year later at $100M, validating the seed thesis but pricing the late-2025 entrants out of the cheap window.",https://www.washingtontechnology.com/companies/2025/04/scout-ai-emerges-stealth-15m-seed-capital/404610/
rlwrld,RLWRLD,"RLWRLD builds a robotics foundation model that combines large language models with traditional robotics software, trained directly inside operating manufacturing and logistics facilities. The Korean team targets industrial-scale precision and reasoning tasks rather than humanoid form factor.",Robotics,Software & Simulation,,Pre-commercial,None,Seed,venture,14.8,,2025-04-14,14-Apr-25,Apr-25,2Q25,2025,"Seoul, South Korea",Hashed,"Mirae Asset Venture Investment, Global Brain",,"$14.8M seed — large by Korean robotics standards — for a foundation-model team paired with corporate strategics CJ Logistics LG SK Hyosung. Comp set: Physical Intelligence and Skild on the foundation-model side, Naver (NAVER.KS) on Korean robotics integration. Hashed leading rather than a traditional VC signals crossover capital flowing into physical AI from crypto-native funds. The follow-on $26M Seed 2 in February 2026 priced the conviction higher — combined $41M of seed capital before a labeled Series A is unusual and worth tracking.",https://techcrunch.com/2025/04/14/rlwrld-raises-14-4m-to-build-foundation-model-for-robotics/
fawn-friends,Fawn Friends,"Fawn Friends builds AI-powered social robots designed for adolescents to develop emotional intelligence, regulation, and relationship skills through AI-driven conversations. The San Francisco company partners with child development experts on conversation design.",Robotics,Humanoid & Service Robots,,Pre-commercial,None,Pre-Seed,venture,2.6,,2025-04-18,18-Apr-25,Apr-25,2Q25,2025,"San Francisco, USA",Maple VC,"SNR, Louis Kearns, Joon Sung Park",,"Pre-seed in a sub-segment with almost no clean comps — social companion robots for teens. Listed analogs are weak; Embodied Inc. (private, now dormant) is the cautionary tale, while Hasbro (HAS) and Mattel (MAT) hover near the consumer end. The thesis turns on whether an AI-conversational social robot can find paid distribution before Embodied-style burn forces a shutdown. Sub-$5M raise is appropriate for the pre-commercial stage — the founder team is the asset here, not pricing.",https://www.roboticstomorrow.com/news/2025/06/04/fawn-friends-social-robotics-startup-secures-26-million-in-seed-funding-/24876/
sunrise-robotics,Sunrise Robotics,"Sunrise Robotics builds modular two-armed industrial robots paired with AI models trained in simulation that deploy onto a production line in under 10 weeks versus a typical eight-month integration cycle. The Ljubljana team has LOIs with around 10 customers in supercar, high-performance battery, and consumer electronics manufacturing.",Robotics,Industrial Robots,System Integration,Pre-commercial,None,Seed,venture,8.5,,2025-06-13,13-Jun-25,Jun-25,2Q25,2025,"Ljubljana, Slovenia",Plural,"Tapestry, Seedcamp, Tiny.vc, Prototype Capital",,"$8.5M seed with Plural leading — the European hard-tech founder fund increasingly active in robotics. Comp set: ABB (ABBNY) Fanuc (FANUY) and Yaskawa (YASKY) on traditional industrial arms, plus Sereact and Theker on the AI-arm retrofit side. The thesis is whether simulation-first deployment compresses the eight-month integration cycle hard enough to win against the listed primes on per-cell economics. Slovenia base plus customer pull in EU supercar segment is the asymmetric exposure — not yet visible to US capital.",https://fortune.com/2025/06/13/sunrise-robotics-seed-funding-8-5-million-plural-industrial-robots/
theker-robotics,Theker Robotics,Theker Robotics turns standard industrial robots into adaptive AI-driven machines using a deep-learning vision-control stack delivered as Robot-as-a-Service. The Barcelona team is already deployed inside Inditex factory operations and counts the retailer as both customer and investor.,Robotics,Industrial Robots,System Integration,Pre-commercial,None,Seed,venture,21.0,,2025-07-16,16-Jul-25,Jul-25,3Q25,2025,"Barcelona, Spain",Kibo Ventures,"Kfund, JME Ventures, Itnig, Mission VC, s16vc, Mundi Ventures",,"$21M — Spain's largest seed round ever — for a Barcelona team retrofitting installed industrial arms with adaptive AI. Comp set: Sereact (Series B at $110M) on warehouse adaptive picking, Theker on RaaS-style retrofit. Inditex as both anchor customer and strategic investor is the asymmetric edge; the holding's textile-logistics complex needs flexible automation that the listed prime offerings can't deliver economically. Risk is whether RaaS economics work outside the Inditex flywheel at this seed valuation.",https://theaiinsider.tech/2025/07/16/theker-robotics-raises-21-million-in-seed-round/
tric-robotics,TRIC Robotics,"TRIC Robotics deploys autonomous tractor-sized robots called Luna that use UV-C light and vacuum to treat strawberry fields for fungal disease and pests without chemical pesticides. The San Luis Obispo team operates a Robotics-as-a-Service fleet at night, targeting 40-50 units in California strawberry farms.",Robotics,Autonomous Systems & Drones,Deployment & Operation,Pre-commercial,None,Seed,venture,5.5,,2025-07-23,23-Jul-25,Jul-25,3Q25,2025,"San Luis Obispo, USA",Version One Ventures,"Garage Capital, Todd and Rahul Capital, Lucas Venture Group",,"$5.5M seed for night-shift UV-C ag robots running RaaS in California strawberry country. Comp set: Carbon Robotics (private, Series D weed control) and listed John Deere (DE) on the autonomous-tractor end; the closest pure-play pricing comp is Bear Flag Robotics pre-acquisition. Thesis is whether UV-C cuts chemical-pesticide spend hard enough to drive 100-acre per-deployment economics, and whether the strawberry-specific edge generalizes to other high-value row crops.",https://techcrunch.com/2025/07/23/how-tric-robotics-is-reducing-pesticide-use-on-strawberries-using-uv-light/
